Registration,Number,Deaths,Sex,Age_group,City,NumberMen,NumberWomen
2020-03-09,1,0,M,A15-A34,Dresden,1,0
2020-03-10,1,0,M,A15-A34,Dresden,1,0
2020-03-11,1,0,W,A15-A34,Dresden,0,1
2020-03-11,1,0,M,A35-A59,Dresden,1,0
2020-03-12,1,0,M,A15-A34,Dresden,1,0
2020-03-12,1,0,W,A15-A34,Dresden,0,1
2020-03-12,3,0,M,A35-A59,Dresden,3,0
2020-03-13,1,0,M,A00-A04,Dresden,1,0
2020-03-13,4,0,M,A35-A59,Dresden,4,0
2020-03-13,1,0,W,A35-A59,Dresden,0,1
2020-03-13,1,0,M,A60-A79,Dresden,1,0
2020-03-14,1,0,M,A15-A34,Dresden,1,0
2020-03-14,1,0,M,A35-A59,Dresden,1,0
2020-03-14,4,0,W,A35-A59,Dresden,0,4
2020-03-16,2,0,M,A15-A34,Dresden,2,0
2020-03-16,1,0,W,A15-A34,Dresden,0,1
2020-03-16,1,0,M,A35-A59,Dresden,1,0
2020-03-16,1,0,W,A35-A59,Dresden,0,1
2020-03-17,1,0,M,A05-A14,Dresden,1,0
2020-03-17,3,0,M,A15-A34,Dresden,3,0
2020-03-17,2,0,W,A15-A34,Dresden,0,2
2020-03-17,2,0,M,A35-A59,Dresden,2,0
2020-03-17,2,0,W,A35-A59,Dresden,0,2
2020-03-17,1,0,M,A80+,Dresden,1,0
2020-03-18,3,0,M,A15-A34,Dresden,3,0
2020-03-18,1,0,M,A35-A59,Dresden,1,0
2020-03-18,1,0,W,A35-A59,Dresden,0,1
2020-03-18,1,0,M,A60-A79,Dresden,1,0
2020-03-19,2,0,M,A00-A04,Dresden,2,0
2020-03-19,3,0,M,A15-A34,Dresden,3,0
2020-03-19,5,0,W,A15-A34,Dresden,0,5
2020-03-19,9,0,M,A35-A59,Dresden,9,0
2020-03-19,3,0,W,A35-A59,Dresden,0,3
2020-03-19,1,0,W,A80+,Dresden,0,1
2020-03-20,4,0,M,A15-A34,Dresden,4,0
2020-03-20,2,0,W,A15-A34,Dresden,0,2
2020-03-20,5,0,M,A35-A59,Dresden,5,0
2020-03-20,1,0,W,A35-A59,Dresden,0,1
2020-03-20,2,0,M,A60-A79,Dresden,2,0
2020-03-20,1,0,W,A80+,Dresden,0,1
2020-03-21,1,0,M,A15-A34,Dresden,1,0
2020-03-21,3,0,W,A15-A34,Dresden,0,3
2020-03-21,5,0,M,A35-A59,Dresden,5,0
2020-03-21,5,0,W,A35-A59,Dresden,0,5
2020-03-21,1,0,W,A60-A79,Dresden,0,1
2020-03-01,1,0,W,A15-A34,Duisburg,0,1
2020-03-04,1,0,W,A15-A34,Duisburg,0,1
2020-03-06,1,0,M,A35-A59,Duisburg,1,0
2020-03-10,1,0,W,A15-A34,Duisburg,0,1
2020-03-10,4,0,M,A35-A59,Duisburg,4,0
2020-03-11,1,0,M,A35-A59,Duisburg,1,0
2020-03-12,1,0,W,A15-A34,Duisburg,0,1
2020-03-13,1,0,M,A15-A34,Duisburg,1,0
2020-03-13,2,0,M,A35-A59,Duisburg,2,0
2020-03-16,3,0,M,A15-A34,Duisburg,3,0
2020-03-16,2,0,W,A15-A34,Duisburg,0,2
2020-03-16,8,0,M,A35-A59,Duisburg,8,0
2020-03-16,7,0,W,A35-A59,Duisburg,0,7
2020-03-16,3,0,M,A60-A79,Duisburg,3,0
2020-03-17,2,0,M,A15-A34,Duisburg,2,0
2020-03-17,6,0,M,A35-A59,Duisburg,6,0
2020-03-17,2,0,W,A35-A59,Duisburg,0,2
2020-03-17,2,0,M,A60-A79,Duisburg,2,0
2020-03-18,1,0,M,A15-A34,Duisburg,1,0
2020-03-18,1,0,W,A15-A34,Duisburg,0,1
2020-03-18,3,0,M,A35-A59,Duisburg,3,0
2020-03-18,2,0,W,A60-A79,Duisburg,0,2
2020-03-19,4,0,M,A15-A34,Duisburg,4,0
2020-03-19,2,0,W,A15-A34,Duisburg,0,2
2020-03-19,3,0,M,A35-A59,Duisburg,3,0
2020-03-19,4,0,W,A35-A59,Duisburg,0,4
2020-03-19,2,0,M,A60-A79,Duisburg,2,0
2020-03-19,3,0,W,A60-A79,Duisburg,0,3
2020-03-20,2,0,M,A15-A34,Duisburg,2,0
2020-03-20,3,0,M,A35-A59,Duisburg,3,0
2020-03-20,5,0,W,A35-A59,Duisburg,0,5
2020-03-20,4,0,M,A60-A79,Duisburg,4,0
2020-03-20,1,0,M,A80+,Duisburg,1,0
2020-03-20,1,0,W,A80+,Duisburg,0,1
2020-03-01,1,0,M,A15-A34,Düren,1,0
2020-03-02,1,0,M,A15-A34,Düren,1,0
2020-03-04,2,0,W,A15-A34,Düren,0,2
2020-03-10,1,0,W,A35-A59,Düren,0,1
2020-03-10,1,0,M,A60-A79,Düren,1,0
2020-03-11,1,0,M,A15-A34,Düren,1,0
2020-03-11,1,0,M,A35-A59,Düren,1,0
2020-03-12,2,0,M,A35-A59,Düren,2,0
2020-03-12,2,0,W,A35-A59,Düren,0,2
2020-03-12,1,0,W,A60-A79,Düren,0,1
2020-03-13,1,0,M,A35-A59,Düren,1,0
2020-03-13,1,0,M,A60-A79,Düren,1,0
2020-03-13,1,0,W,A60-A79,Düren,0,1
2020-03-14,1,0,W,A15-A34,Düren,0,1
2020-03-14,1,0,M,A35-A59,Düren,1,0
2020-03-14,2,0,W,A35-A59,Düren,0,2
2020-03-14,1,0,M,A60-A79,Düren,1,0
2020-03-14,1,0,M,A80+,Düren,1,0
2020-03-15,2,0,W,A35-A59,Düren,0,2
2020-03-16,1,0,M,A15-A34,Düren,1,0
2020-03-16,1,0,M,A35-A59,Düren,1,0
2020-03-16,1,0,W,A35-A59,Düren,0,1
2020-03-16,1,0,W,A60-A79,Düren,0,1
2020-03-17,1,0,M,A00-A04,Düren,1,0
2020-03-17,1,0,M,A15-A34,Düren,1,0
2020-03-17,4,0,M,A35-A59,Düren,4,0
2020-03-17,3,0,W,A35-A59,Düren,0,3
2020-03-17,2,0,M,A60-A79,Düren,2,0
2020-03-18,1,0,W,A15-A34,Düren,0,1
2020-03-18,5,0,M,A35-A59,Düren,5,0
2020-03-18,2,0,W,A35-A59,Düren,0,2
2020-03-18,1,0,M,A60-A79,Düren,1,0
2020-03-19,1,0,M,A15-A34,Düren,1,0
2020-03-19,2,0,W,A15-A34,Düren,0,2
2020-03-19,2,0,M,A35-A59,Düren,2,0
2020-03-19,4,0,W,A35-A59,Düren,0,4
2020-03-19,3,0,M,A60-A79,Düren,3,0
2020-03-19,2,0,W,A60-A79,Düren,0,2
2020-03-19,1,0,M,A80+,Düren,1,0
2020-03-20,1,0,W,A00-A04,Düren,0,1
2020-03-20,2,0,W,A15-A34,Düren,0,2
2020-03-20,6,0,M,A35-A59,Düren,6,0
2020-03-20,3,0,W,A35-A59,Düren,0,3
2020-03-20,2,0,W,A60-A79,Düren,0,2
2020-03-21,1,0,M,A15-A34,Düren,1,0
2020-03-21,5,0,M,A35-A59,Düren,5,0
2020-03-21,4,0,W,A35-A59,Düren,0,4
2020-03-21,2,0,M,A60-A79,Düren,2,0
2020-03-21,1,0,W,A60-A79,Düren,0,1
2020-03-21,2,0,W,A80+,Düren,0,2
2020-03-04,2,0,M,A35-A59,Düsseldorf,2,0
2020-03-06,1,0,M,A15-A34,Düsseldorf,1,0
2020-03-09,2,0,M,A35-A59,Düsseldorf,2,0
2020-03-10,1,0,W,A35-A59,Düsseldorf,0,1
2020-03-11,1,1,M,A80+,Düsseldorf,1,0
2020-03-13,3,0,M,A15-A34,Düsseldorf,3,0
2020-03-13,4,0,W,A15-A34,Düsseldorf,0,4
2020-03-13,5,0,M,A35-A59,Düsseldorf,5,0
2020-03-13,2,0,W,A35-A59,Düsseldorf,0,2
2020-03-13,2,0,M,A60-A79,Düsseldorf,2,0
2020-03-13,1,0,W,A60-A79,Düsseldorf,0,1
2020-03-16,1,0,M,A05-A14,Düsseldorf,1,0
2020-03-16,5,0,M,A15-A34,Düsseldorf,5,0
2020-03-16,5,0,W,A15-A34,Düsseldorf,0,5
2020-03-16,16,0,M,A35-A59,Düsseldorf,16,0
2020-03-16,13,0,W,A35-A59,Düsseldorf,0,13
2020-03-16,2,0,M,A60-A79,Düsseldorf,2,0
2020-03-17,16,0,M,A15-A34,Düsseldorf,16,0
2020-03-17,12,0,W,A15-A34,Düsseldorf,0,12
2020-03-17,20,0,M,A35-A59,Düsseldorf,20,0
2020-03-17,12,0,W,A35-A59,Düsseldorf,0,12
2020-03-17,2,0,M,A60-A79,Düsseldorf,2,0
2020-03-17,1,0,W,A60-A79,Düsseldorf,0,1
2020-03-17,2,0,M,A80+,Düsseldorf,2,0
2020-03-18,1,0,M,A05-A14,Düsseldorf,1,0
2020-03-18,6,0,M,A15-A34,Düsseldorf,6,0
2020-03-18,5,0,W,A15-A34,Düsseldorf,0,5
2020-03-18,15,0,M,A35-A59,Düsseldorf,15,0
2020-03-18,7,0,W,A35-A59,Düsseldorf,0,7
2020-03-18,2,0,M,A60-A79,Düsseldorf,2,0
2020-03-19,5,0,M,A15-A34,Düsseldorf,5,0
2020-03-19,5,0,W,A15-A34,Düsseldorf,0,5
2020-03-19,8,0,M,A35-A59,Düsseldorf,8,0
2020-03-19,2,0,W,A35-A59,Düsseldorf,0,2
2020-03-19,2,0,M,A60-A79,Düsseldorf,2,0
2020-03-02,1,0,M,A35-A59,Ebersberg,1,0
2020-03-03,1,0,M,A15-A34,Ebersberg,1,0
2020-03-06,1,0,M,A15-A34,Ebersberg,1,0
2020-03-06,1,0,M,A35-A59,Ebersberg,1,0
2020-03-06,1,0,W,A35-A59,Ebersberg,0,1
2020-03-07,1,0,M,A35-A59,Ebersberg,1,0
2020-03-08,1,0,W,A05-A14,Ebersberg,0,1
2020-03-08,1,0,W,A35-A59,Ebersberg,0,1
2020-03-09,2,0,W,A15-A34,Ebersberg,0,2
2020-03-10,1,0,M,A15-A34,Ebersberg,1,0
2020-03-10,1,0,W,A15-A34,Ebersberg,0,1
2020-03-10,2,0,M,A35-A59,Ebersberg,2,0
2020-03-10,1,0,W,A35-A59,Ebersberg,0,1
2020-03-12,1,0,M,A15-A34,Ebersberg,1,0
2020-03-12,3,0,M,A35-A59,Ebersberg,3,0
2020-03-13,3,0,M,A35-A59,Ebersberg,3,0
2020-03-13,1,0,M,A60-A79,Ebersberg,1,0
2020-03-15,2,0,M,A35-A59,Ebersberg,2,0
2020-03-15,1,0,W,A35-A59,Ebersberg,0,1
2020-03-16,2,0,W,A15-A34,Ebersberg,0,2
2020-03-16,1,0,M,A35-A59,Ebersberg,1,0
2020-03-16,2,0,W,A35-A59,Ebersberg,0,2
2020-03-17,3,0,W,A35-A59,Ebersberg,0,3
2020-03-18,1,0,M,A05-A14,Ebersberg,1,0
2020-03-18,2,0,W,A15-A34,Ebersberg,0,2
2020-03-18,3,0,W,A35-A59,Ebersberg,0,3
2020-03-18,1,0,M,A60-A79,Ebersberg,1,0
2020-03-18,1,0,W,A60-A79,Ebersberg,0,1
2020-03-19,1,0,M,A00-A04,Ebersberg,1,0
2020-03-19,1,0,M,A80+,Ebersberg,1,0
2020-03-20,1,0,W,A15-A34,Ebersberg,0,1
2020-03-20,4,0,W,A35-A59,Ebersberg,0,4
2020-03-20,3,0,M,A60-A79,Ebersberg,3,0
2020-03-22,1,0,M,A00-A04,Ebersberg,1,0
2020-03-22,1,0,M,A15-A34,Ebersberg,1,0
2020-03-22,2,0,W,A15-A34,Ebersberg,0,2
2020-03-22,2,0,M,A35-A59,Ebersberg,2,0
2020-03-22,1,0,W,A35-A59,Ebersberg,0,1
2020-03-22,1,0,W,A60-A79,Ebersberg,0,1
2020-03-13,1,0,W,A15-A34,Eichsfeld,0,1
2020-03-14,1,0,M,A35-A59,Eichsfeld,1,0
2020-03-19,1,0,M,A35-A59,Eichsfeld,1,0
2020-03-20,1,0,M,A15-A34,Eichsfeld,1,0
2020-03-20,1,0,W,A15-A34,Eichsfeld,0,1
2020-03-20,1,0,W,A35-A59,Eichsfeld,0,1
2020-03-20,1,0,W,A60-A79,Eichsfeld,0,1
2020-03-21,3,0,M,A15-A34,Eichsfeld,3,0
2020-03-21,1,0,W,A15-A34,Eichsfeld,0,1
2020-03-21,3,0,W,A35-A59,Eichsfeld,0,3
2020-03-21,1,0,W,A60-A79,Eichsfeld,0,1
2020-03-21,1,0,M,A80+,Eichsfeld,1,0
2020-03-22,1,0,W,A35-A59,Eichsfeld,0,1
2020-03-12,1,0,M,A35-A59,Eichstätt,1,0
2020-03-13,1,0,W,A35-A59,Eichstätt,0,1
2020-03-17,1,0,M,A15-A34,Eichstätt,1,0
2020-03-18,1,0,M,A15-A34,Eichstätt,1,0
2020-03-18,1,0,M,A35-A59,Eichstätt,1,0
2020-03-18,1,0,W,A35-A59,Eichstätt,0,1
2020-03-19,1,0,M,A05-A14,Eichstätt,1,0
2020-03-19,2,0,M,A15-A34,Eichstätt,2,0
2020-03-19,3,0,M,A35-A59,Eichstätt,3,0
2020-03-19,1,0,W,A35-A59,Eichstätt,0,1
2020-03-20,1,0,M,A35-A59,Eichstätt,1,0
2020-03-20,1,0,W,A35-A59,Eichstätt,0,1
2020-03-21,1,0,W,A00-A04,Eichstätt,0,1
2020-03-21,2,0,W,A15-A34,Eichstätt,0,2
2020-03-21,3,0,M,A35-A59,Eichstätt,3,0
2020-03-21,3,0,W,A35-A59,Eichstätt,0,3
2020-03-21,1,0,M,A80+,Eichstätt,1,0
2020-03-10,1,0,W,A60-A79,Eisenach,0,1
2020-03-09,1,0,M,A15-A34,Elbe-Elster,1,0
2020-03-10,2,0,M,A35-A59,Elbe-Elster,2,0
2020-03-12,1,0,M,A35-A59,Elbe-Elster,1,0
2020-03-12,1,0,M,A60-A79,Elbe-Elster,1,0
2020-03-17,1,0,M,A60-A79,Elbe-Elster,1,0
2020-03-18,1,0,M,A35-A59,Elbe-Elster,1,0
2020-03-20,1,0,W,A35-A59,Elbe-Elster,0,1
2020-03-11,1,0,M,A35-A59,Emden,1,0
2020-03-11,1,0,W,A35-A59,Emden,0,1
2020-03-11,1,0,W,A80+,Emden,0,1
2020-03-16,1,0,M,A35-A59,Emden,1,0
2020-03-17,1,0,W,A15-A34,Emden,0,1
2020-03-17,1,0,M,A35-A59,Emden,1,0
2020-03-17,1,0,W,A35-A59,Emden,0,1
2020-03-04,1,0,W,A60-A79,Emmendingen,0,1
2020-03-06,1,0,W,A35-A59,Emmendingen,0,1
2020-03-07,1,0,W,A05-A14,Emmendingen,0,1
2020-03-07,1,0,M,A35-A59,Emmendingen,1,0
2020-03-08,3,0,M,A35-A59,Emmendingen,3,0
2020-03-09,1,0,M,A00-A04,Emmendingen,1,0
2020-03-09,1,0,M,A05-A14,Emmendingen,1,0
2020-03-09,1,0,M,A35-A59,Emmendingen,1,0
2020-03-09,2,0,W,A35-A59,Emmendingen,0,2
2020-03-09,1,0,M,A60-A79,Emmendingen,1,0
2020-03-10,1,0,M,A60-A79,Emmendingen,1,0
2020-03-11,1,1,M,A80+,Emmendingen,1,0
2020-03-12,1,0,M,A35-A59,Emmendingen,1,0
2020-03-13,1,0,W,A15-A34,Emmendingen,0,1
2020-03-13,1,0,M,A35-A59,Emmendingen,1,0
2020-03-13,1,0,W,A35-A59,Emmendingen,0,1
2020-03-13,1,0,M,A60-A79,Emmendingen,1,0
2020-03-14,5,0,M,A35-A59,Emmendingen,5,0
2020-03-14,1,0,W,A35-A59,Emmendingen,0,1
2020-03-14,1,0,M,A60-A79,Emmendingen,1,0
2020-03-14,2,0,W,A60-A79,Emmendingen,0,2
2020-03-15,1,0,M,A15-A34,Emmendingen,1,0
2020-03-15,1,0,W,A15-A34,Emmendingen,0,1
2020-03-15,2,0,M,A35-A59,Emmendingen,2,0
2020-03-15,1,0,W,A35-A59,Emmendingen,0,1
2020-03-16,1,0,M,A00-A04,Emmendingen,1,0
2020-03-16,1,0,M,A15-A34,Emmendingen,1,0
2020-03-16,1,0,M,A35-A59,Emmendingen,1,0
2020-03-16,2,0,W,A35-A59,Emmendingen,0,2
2020-03-16,2,0,M,A60-A79,Emmendingen,2,0
2020-03-16,1,1,M,A80+,Emmendingen,1,0
2020-03-17,3,0,M,A00-A04,Emmendingen,3,0
2020-03-17,1,0,W,A00-A04,Emmendingen,0,1
2020-03-17,3,0,M,A15-A34,Emmendingen,3,0
2020-03-17,5,0,M,A35-A59,Emmendingen,5,0
2020-03-17,3,0,W,A35-A59,Emmendingen,0,3
2020-03-17,1,0,M,A60-A79,Emmendingen,1,0
2020-03-17,1,0,M,A80+,Emmendingen,1,0
2020-03-18,1,0,M,A05-A14,Emmendingen,1,0
2020-03-18,1,0,M,A35-A59,Emmendingen,1,0
2020-03-18,1,0,W,A35-A59,Emmendingen,0,1
2020-03-18,3,0,M,A60-A79,Emmendingen,3,0
2020-03-18,1,0,W,A60-A79,Emmendingen,0,1
2020-03-18,1,0,W,A80+,Emmendingen,0,1
2020-03-19,1,0,M,A00-A04,Emmendingen,1,0
2020-03-19,1,0,W,A00-A04,Emmendingen,0,1
2020-03-19,1,0,M,A15-A34,Emmendingen,1,0
2020-03-19,4,0,W,A15-A34,Emmendingen,0,4
2020-03-19,10,0,M,A35-A59,Emmendingen,10,0
2020-03-19,7,0,W,A35-A59,Emmendingen,0,7
2020-03-19,2,0,M,A60-A79,Emmendingen,2,0
2020-03-19,3,0,W,A60-A79,Emmendingen,0,3
2020-03-19,3,1,M,A80+,Emmendingen,3,0
2020-03-20,1,0,W,A15-A34,Emmendingen,0,1
2020-03-20,1,0,M,A35-A59,Emmendingen,1,0
2020-03-20,1,0,W,A35-A59,Emmendingen,0,1
2020-03-20,2,0,W,A60-A79,Emmendingen,0,2
2020-03-20,1,1,M,A80+,Emmendingen,1,0
2020-03-20,4,0,W,A80+,Emmendingen,0,4
2020-03-09,1,0,W,A35-A59,Emsland,0,1
2020-03-10,1,0,M,A35-A59,Emsland,1,0
2020-03-11,1,0,M,A35-A59,Emsland,1,0
2020-03-12,1,0,M,A60-A79,Emsland,1,0
2020-03-13,1,0,M,A15-A34,Emsland,1,0
2020-03-13,2,0,M,A35-A59,Emsland,2,0
2020-03-13,1,0,W,A35-A59,Emsland,0,1
2020-03-13,1,0,M,A60-A79,Emsland,1,0
2020-03-14,4,0,M,A15-A34,Emsland,4,0
2020-03-14,1,0,W,A15-A34,Emsland,0,1
2020-03-14,1,0,M,A35-A59,Emsland,1,0
2020-03-14,4,0,W,A35-A59,Emsland,0,4
2020-03-15,2,0,M,A15-A34,Emsland,2,0
2020-03-15,1,0,W,A15-A34,Emsland,0,1
2020-03-15,1,0,M,A35-A59,Emsland,1,0
2020-03-15,1,0,W,A35-A59,Emsland,0,1
2020-03-15,1,0,M,A80+,Emsland,1,0
2020-03-15,1,0,W,A80+,Emsland,0,1
2020-03-16,1,0,M,A15-A34,Emsland,1,0
2020-03-16,3,0,M,A35-A59,Emsland,3,0
2020-03-17,1,0,W,A60-A79,Emsland,0,1
2020-03-18,1,0,W,A15-A34,Emsland,0,1
2020-03-18,2,0,M,A35-A59,Emsland,2,0
2020-03-18,1,0,W,A35-A59,Emsland,0,1
2020-03-18,2,0,M,A60-A79,Emsland,2,0
2020-03-18,3,0,W,A60-A79,Emsland,0,3
2020-03-19,1,0,M,A15-A34,Emsland,1,0
2020-03-19,1,0,W,A15-A34,Emsland,0,1
2020-03-19,4,0,M,A35-A59,Emsland,4,0
2020-03-19,2,0,W,A35-A59,Emsland,0,2
2020-03-19,1,0,M,A60-A79,Emsland,1,0
2020-03-20,5,0,M,A35-A59,Emsland,5,0
2020-03-20,2,0,W,A35-A59,Emsland,0,2
2020-03-20,1,0,M,A60-A79,Emsland,1,0
2020-03-20,2,0,W,A60-A79,Emsland,0,2
2020-03-21,1,0,M,A35-A59,Emsland,1,0
2020-03-11,1,0,W,A15-A34,Ennepe-Ruhr-Kreis,0,1
2020-03-12,1,0,M,A35-A59,Ennepe-Ruhr-Kreis,1,0
2020-03-12,1,0,M,A60-A79,Ennepe-Ruhr-Kreis,1,0
2020-03-13,1,0,M,A60-A79,Ennepe-Ruhr-Kreis,1,0
2020-03-16,1,0,W,A15-A34,Ennepe-Ruhr-Kreis,0,1
2020-03-16,2,0,M,A35-A59,Ennepe-Ruhr-Kreis,2,0
2020-03-17,2,0,M,A35-A59,Ennepe-Ruhr-Kreis,2,0
2020-03-18,2,0,M,A35-A59,Ennepe-Ruhr-Kreis,2,0
2020-03-18,1,0,W,A35-A59,Ennepe-Ruhr-Kreis,0,1
2020-03-19,1,0,M,A00-A04,Ennepe-Ruhr-Kreis,1,0
2020-03-19,1,0,M,A15-A34,Ennepe-Ruhr-Kreis,1,0
2020-03-19,1,0,W,A15-A34,Ennepe-Ruhr-Kreis,0,1
2020-03-19,2,0,M,A35-A59,Ennepe-Ruhr-Kreis,2,0
2020-03-19,1,0,W,A35-A59,Ennepe-Ruhr-Kreis,0,1
2020-03-07,1,0,M,A35-A59,Enzkreis,1,0
2020-03-10,1,0,M,A35-A59,Enzkreis,1,0
2020-03-12,1,0,M,A35-A59,Enzkreis,1,0
2020-03-12,1,0,W,A60-A79,Enzkreis,0,1
2020-03-16,2,0,M,A35-A59,Enzkreis,2,0
2020-03-16,3,0,W,A35-A59,Enzkreis,0,3
2020-03-16,1,0,M,A60-A79,Enzkreis,1,0
2020-03-17,1,0,M,A35-A59,Enzkreis,1,0
2020-03-18,1,0,W,A15-A34,Enzkreis,0,1
2020-03-18,3,0,M,A35-A59,Enzkreis,3,0
2020-03-18,1,0,W,A35-A59,Enzkreis,0,1
2020-03-19,4,0,M,A15-A34,Enzkreis,4,0
2020-03-19,1,0,W,A15-A34,Enzkreis,0,1
2020-03-19,1,0,M,A35-A59,Enzkreis,1,0
2020-03-20,1,0,M,A15-A34,Enzkreis,1,0
2020-03-20,1,0,M,A35-A59,Enzkreis,1,0
2020-03-20,1,0,W,A60-A79,Enzkreis,0,1
2020-03-21,4,0,M,A35-A59,Enzkreis,4,0
2020-03-21,1,0,M,A60-A79,Enzkreis,1,0
2020-03-09,1,0,M,A35-A59,Erding,1,0
2020-03-09,1,0,W,A35-A59,Erding,0,1
2020-03-09,1,0,M,A60-A79,Erding,1,0
2020-03-11,1,0,M,A05-A14,Erding,1,0
2020-03-11,1,0,W,A05-A14,Erding,0,1
2020-03-11,1,0,M,A15-A34,Erding,1,0
2020-03-11,1,0,W,A35-A59,Erding,0,1
2020-03-13,1,0,M,A15-A34,Erding,1,0
2020-03-13,1,0,W,A15-A34,Erding,0,1
2020-03-13,1,0,M,A35-A59,Erding,1,0
2020-03-17,1,0,M,A15-A34,Erding,1,0
2020-03-17,1,0,M,A35-A59,Erding,1,0
2020-03-17,1,0,M,A60-A79,Erding,1,0
2020-03-18,1,0,M,A15-A34,Erding,1,0
2020-03-18,2,0,W,A15-A34,Erding,0,2
2020-03-18,1,0,W,A35-A59,Erding,0,1
2020-03-18,1,0,M,A60-A79,Erding,1,0
2020-03-18,1,0,W,A80+,Erding,0,1
2020-03-19,2,0,M,A15-A34,Erding,2,0
2020-03-19,3,0,W,A15-A34,Erding,0,3
2020-03-19,6,0,M,A35-A59,Erding,6,0
2020-03-19,2,0,W,A35-A59,Erding,0,2
2020-03-19,2,0,M,A60-A79,Erding,2,0
2020-03-19,1,0,W,A80+,Erding,0,1
2020-03-20,5,0,M,A15-A34,Erding,5,0
2020-03-20,6,0,M,A35-A59,Erding,6,0
2020-03-20,2,0,W,A35-A59,Erding,0,2
2020-03-21,4,0,M,A15-A34,Erding,4,0
2020-03-21,3,0,M,A35-A59,Erding,3,0
2020-03-21,4,0,W,A35-A59,Erding,0,4
2020-03-21,1,0,M,A60-A79,Erding,1,0
2020-03-21,1,0,W,A60-A79,Erding,0,1
2020-03-21,1,0,M,A80+,Erding,1,0
2020-03-21,1,0,W,A80+,Erding,0,1
2020-03-07,1,0,W,A60-A79,Erfurt,0,1
2020-03-10,1,0,M,A35-A59,Erfurt,1,0
2020-03-13,1,0,M,A15-A34,Erfurt,1,0
2020-03-13,1,0,M,A35-A59,Erfurt,1,0
2020-03-14,5,0,M,A35-A59,Erfurt,5,0
2020-03-16,3,0,M,A15-A34,Erfurt,3,0
2020-03-16,1,0,W,A35-A59,Erfurt,0,1
2020-03-16,1,0,M,A60-A79,Erfurt,1,0
2020-03-16,1,0,W,A60-A79,Erfurt,0,1
2020-03-18,1,0,M,A35-A59,Erfurt,1,0
2020-03-19,1,0,M,A15-A34,Erfurt,1,0
2020-03-19,3,0,M,A35-A59,Erfurt,3,0
2020-03-19,5,0,W,A35-A59,Erfurt,0,5
2020-03-20,1,0,M,A15-A34,Erfurt,1,0
2020-03-20,1,0,M,A35-A59,Erfurt,1,0
2020-03-21,1,0,M,A15-A34,Erfurt,1,0
2020-03-22,1,0,M,A60-A79,Erfurt,1,0
2020-02-27,1,0,M,A60-A79,Erlangen,1,0
2020-03-05,2,0,M,A35-A59,Erlangen,2,0
2020-03-11,1,0,W,A15-A34,Erlangen,0,1
2020-03-11,1,0,W,A35-A59,Erlangen,0,1
2020-03-14,1,0,M,A15-A34,Erlangen,1,0
2020-03-17,1,0,M,A05-A14,Erlangen,1,0
2020-03-17,1,0,M,A35-A59,Erlangen,1,0
2020-03-17,2,0,W,A35-A59,Erlangen,0,2
2020-03-18,1,0,M,A15-A34,Erlangen,1,0
2020-03-18,1,0,M,A35-A59,Erlangen,1,0
2020-03-18,1,0,W,A35-A59,Erlangen,0,1
2020-03-19,1,0,M,A35-A59,Erlangen,1,0
2020-03-19,1,0,W,A35-A59,Erlangen,0,1
2020-03-20,2,0,M,A15-A34,Erlangen,2,0
2020-03-21,2,0,M,A35-A59,Erlangen,2,0
2020-03-05,1,0,W,A05-A14,Erlangen-Höchstadt,0,1
2020-03-05,1,0,W,A15-A34,Erlangen-Höchstadt,0,1
2020-03-05,1,0,M,A35-A59,Erlangen-Höchstadt,1,0
2020-03-09,1,0,M,A35-A59,Erlangen-Höchstadt,1,0
2020-03-11,1,0,M,A05-A14,Erlangen-Höchstadt,1,0
2020-03-11,1,0,W,A05-A14,Erlangen-Höchstadt,0,1
2020-03-11,1,0,M,A35-A59,Erlangen-Höchstadt,1,0
2020-03-12,1,0,W,A15-A34,Erlangen-Höchstadt,0,1
2020-03-12,1,0,M,A35-A59,Erlangen-Höchstadt,1,0
2020-03-14,1,0,M,A35-A59,Erlangen-Höchstadt,1,0
2020-03-18,1,0,M,A15-A34,Erlangen-Höchstadt,1,0
2020-03-18,2,0,W,A15-A34,Erlangen-Höchstadt,0,2
2020-03-18,1,0,M,A35-A59,Erlangen-Höchstadt,1,0
2020-03-19,2,0,M,A15-A34,Erlangen-Höchstadt,2,0
2020-03-19,1,0,W,A15-A34,Erlangen-Höchstadt,0,1
2020-03-19,1,0,M,A35-A59,Erlangen-Höchstadt,1,0
2020-03-20,1,0,W,A15-A34,Erlangen-Höchstadt,0,1
2020-03-20,1,0,M,A35-A59,Erlangen-Höchstadt,1,0
2020-03-21,1,0,W,A35-A59,Erlangen-Höchstadt,0,1
2020-03-21,1,0,M,A60-A79,Erlangen-Höchstadt,1,0
2020-03-21,3,0,W,A60-A79,Erlangen-Höchstadt,0,3
2020-03-13,1,0,M,A15-A34,Erzgebirgskreis,1,0
2020-03-13,1,0,W,A35-A59,Erzgebirgskreis,0,1
2020-03-15,2,0,M,A15-A34,Erzgebirgskreis,2,0
2020-03-15,1,0,M,A35-A59,Erzgebirgskreis,1,0
2020-03-15,1,0,W,A35-A59,Erzgebirgskreis,0,1
2020-03-16,1,0,M,A60-A79,Erzgebirgskreis,1,0
2020-03-16,1,0,W,A60-A79,Erzgebirgskreis,0,1
2020-03-17,1,0,W,A15-A34,Erzgebirgskreis,0,1
