Registration,Number,Deaths,Sex,Age_group,City,NumberMen,NumberWomen
2020-03-12,1,0,M,A15-A34,Ahrweiler,1,0
2020-03-12,1,0,W,A15-A34,Ahrweiler,0,1
2020-03-12,2,0,M,A35-A59,Ahrweiler,2,0
2020-03-12,1,0,W,A35-A59,Ahrweiler,0,1
2020-03-13,1,0,M,A15-A34,Ahrweiler,1,0
2020-03-13,1,0,M,A35-A59,Ahrweiler,1,0
2020-03-14,1,0,M,A60-A79,Ahrweiler,1,0
2020-03-16,1,0,M,A35-A59,Ahrweiler,1,0
2020-03-16,1,0,unbekannt,A35-A59,Ahrweiler,0,1
2020-03-17,2,0,M,A15-A34,Ahrweiler,2,0
2020-03-17,1,0,W,A15-A34,Ahrweiler,0,1
2020-03-17,1,0,M,A35-A59,Ahrweiler,1,0
2020-03-17,1,0,W,A35-A59,Ahrweiler,0,1
2020-03-17,1,0,W,A60-A79,Ahrweiler,0,1
2020-03-18,1,0,M,A15-A34,Ahrweiler,1,0
2020-03-18,1,0,W,A15-A34,Ahrweiler,0,1
2020-03-18,3,0,M,A35-A59,Ahrweiler,3,0
2020-03-18,1,0,unbekannt,A35-A59,Ahrweiler,0,1
2020-03-18,1,0,W,A35-A59,Ahrweiler,0,1
2020-03-18,1,0,W,A60-A79,Ahrweiler,0,1
2020-03-19,1,0,W,A15-A34,Ahrweiler,0,1
2020-03-19,1,0,M,A35-A59,Ahrweiler,1,0
2020-03-19,3,0,W,A35-A59,Ahrweiler,0,3
2020-03-19,2,0,W,A60-A79,Ahrweiler,0,2
2020-03-20,2,0,W,A15-A34,Ahrweiler,0,2
2020-03-20,3,0,W,A35-A59,Ahrweiler,0,3
2020-03-20,1,0,M,A60-A79,Ahrweiler,1,0
2020-03-21,1,0,W,A15-A34,Ahrweiler,0,1
2020-03-21,1,0,M,A60-A79,Ahrweiler,1,0
2020-03-21,1,0,W,A60-A79,Ahrweiler,0,1
2020-03-04,1,0,W,A15-A34,Aichach-Friedberg,0,1
2020-03-10,1,0,M,A35-A59,Aichach-Friedberg,1,0
2020-03-12,1,0,M,A35-A59,Aichach-Friedberg,1,0
2020-03-12,1,0,W,A35-A59,Aichach-Friedberg,0,1
2020-03-13,1,0,M,A35-A59,Aichach-Friedberg,1,0
2020-03-13,1,0,W,A60-A79,Aichach-Friedberg,0,1
2020-03-16,1,0,W,A15-A34,Aichach-Friedberg,0,1
2020-03-16,1,0,M,A35-A59,Aichach-Friedberg,1,0
2020-03-17,1,0,M,A35-A59,Aichach-Friedberg,1,0
2020-03-17,1,0,W,A35-A59,Aichach-Friedberg,0,1
2020-03-18,4,0,W,A35-A59,Aichach-Friedberg,0,4
2020-03-19,1,0,M,A35-A59,Aichach-Friedberg,1,0
2020-03-21,1,0,M,A15-A34,Aichach-Friedberg,1,0
2020-03-21,1,0,M,A35-A59,Aichach-Friedberg,1,0
2020-03-21,1,0,W,A60-A79,Aichach-Friedberg,0,1
2020-03-22,1,0,M,A35-A59,Aichach-Friedberg,1,0
2020-03-22,1,0,M,A60-A79,Aichach-Friedberg,1,0
2020-03-04,1,0,M,A15-A34,Alb-Donau-Kreis,1,0
2020-03-04,2,0,M,A35-A59,Alb-Donau-Kreis,2,0
2020-03-07,1,0,M,A35-A59,Alb-Donau-Kreis,1,0
2020-03-10,1,0,M,A35-A59,Alb-Donau-Kreis,1,0
2020-03-11,1,0,M,A35-A59,Alb-Donau-Kreis,1,0
2020-03-11,1,0,W,A35-A59,Alb-Donau-Kreis,0,1
2020-03-13,1,0,M,A35-A59,Alb-Donau-Kreis,1,0
2020-03-13,2,0,W,A35-A59,Alb-Donau-Kreis,0,2
2020-03-14,1,0,W,A15-A34,Alb-Donau-Kreis,0,1
2020-03-14,1,0,M,A35-A59,Alb-Donau-Kreis,1,0
2020-03-14,2,0,W,A35-A59,Alb-Donau-Kreis,0,2
2020-03-15,1,0,W,A15-A34,Alb-Donau-Kreis,0,1
2020-03-15,1,0,M,A35-A59,Alb-Donau-Kreis,1,0
2020-03-16,1,0,W,A15-A34,Alb-Donau-Kreis,0,1
2020-03-17,1,0,W,A05-A14,Alb-Donau-Kreis,0,1
2020-03-17,4,0,M,A35-A59,Alb-Donau-Kreis,4,0
2020-03-17,3,0,W,A35-A59,Alb-Donau-Kreis,0,3
2020-03-17,1,0,W,A60-A79,Alb-Donau-Kreis,0,1
2020-03-18,1,0,W,A15-A34,Alb-Donau-Kreis,0,1
2020-03-18,2,0,W,A35-A59,Alb-Donau-Kreis,0,2
2020-03-19,1,0,W,A15-A34,Alb-Donau-Kreis,0,1
2020-03-19,3,0,M,A35-A59,Alb-Donau-Kreis,3,0
2020-03-19,3,0,W,A35-A59,Alb-Donau-Kreis,0,3
2020-03-19,2,0,M,A60-A79,Alb-Donau-Kreis,2,0
2020-03-19,1,0,W,A60-A79,Alb-Donau-Kreis,0,1
2020-03-13,2,0,M,A60-A79,Altenburger Land,2,0
2020-03-16,1,0,W,A60-A79,Altenburger Land,0,1
2020-03-17,1,0,W,A35-A59,Altenburger Land,0,1
2020-03-21,2,0,M,A35-A59,Altenburger Land,2,0
2020-03-22,1,0,W,A35-A59,Altenburger Land,0,1
2020-03-12,1,0,W,A15-A34,Altenkirchen,0,1
2020-03-12,1,0,W,A60-A79,Altenkirchen,0,1
2020-03-13,1,0,M,A35-A59,Altenkirchen,1,0
2020-03-16,1,0,M,A35-A59,Altenkirchen,1,0
2020-03-18,1,0,M,A35-A59,Altenkirchen,1,0
2020-03-21,1,0,M,A35-A59,Altenkirchen,1,0
2020-03-21,2,0,W,A35-A59,Altenkirchen,0,2
2020-03-12,1,0,M,A15-A34,Altmarkkreis Salzwedel,1,0
2020-03-16,2,0,M,A35-A59,Altmarkkreis Salzwedel,2,0
2020-03-17,1,0,M,A15-A34,Altötting,1,0
2020-03-18,2,0,W,A15-A34,Altötting,0,2
2020-03-18,4,0,W,A35-A59,Altötting,0,4
2020-03-19,2,0,M,A35-A59,Altötting,2,0
2020-03-19,2,0,W,A35-A59,Altötting,0,2
2020-03-19,1,0,M,A60-A79,Altötting,1,0
2020-03-19,1,0,W,A60-A79,Altötting,0,1
2020-03-20,1,0,M,A15-A34,Altötting,1,0
2020-03-20,1,0,M,A35-A59,Altötting,1,0
2020-03-20,1,0,M,A60-A79,Altötting,1,0
2020-03-20,1,0,W,A80+,Altötting,0,1
2020-03-21,1,0,W,A15-A34,Altötting,0,1
2020-03-21,1,0,M,A35-A59,Altötting,1,0
2020-03-21,1,0,W,A35-A59,Altötting,0,1
2020-03-21,3,0,M,A60-A79,Altötting,3,0
2020-03-21,2,0,W,A60-A79,Altötting,0,2
2020-03-21,1,0,M,A80+,Altötting,1,0
2020-03-21,1,0,W,A80+,Altötting,0,1
2020-03-22,2,0,M,A35-A59,Altötting,2,0
2020-03-22,2,0,W,A35-A59,Altötting,0,2
2020-03-22,2,0,M,A60-A79,Altötting,2,0
2020-03-12,1,0,M,A15-A34,Alzey-Worms,1,0
2020-03-12,1,0,M,A35-A59,Alzey-Worms,1,0
2020-03-14,1,0,W,A15-A34,Alzey-Worms,0,1
2020-03-14,1,0,M,A35-A59,Alzey-Worms,1,0
2020-03-14,2,0,W,A35-A59,Alzey-Worms,0,2
2020-03-14,1,0,M,A60-A79,Alzey-Worms,1,0
2020-03-16,1,0,M,A05-A14,Alzey-Worms,1,0
2020-03-16,1,0,M,A15-A34,Alzey-Worms,1,0
2020-03-16,1,0,M,A35-A59,Alzey-Worms,1,0
2020-03-16,1,0,W,A35-A59,Alzey-Worms,0,1
2020-03-17,6,0,M,A15-A34,Alzey-Worms,6,0
2020-03-17,5,0,W,A15-A34,Alzey-Worms,0,5
2020-03-17,9,0,M,A35-A59,Alzey-Worms,9,0
2020-03-17,3,0,W,A35-A59,Alzey-Worms,0,3
2020-03-18,4,0,M,A35-A59,Alzey-Worms,4,0
2020-03-18,1,0,W,A35-A59,Alzey-Worms,0,1
2020-03-19,2,0,M,A15-A34,Alzey-Worms,2,0
2020-03-19,5,0,W,A15-A34,Alzey-Worms,0,5
2020-03-19,5,0,M,A35-A59,Alzey-Worms,5,0
2020-03-19,2,0,W,A35-A59,Alzey-Worms,0,2
2020-03-19,1,0,W,A60-A79,Alzey-Worms,0,1
2020-03-19,1,0,M,A80+,Alzey-Worms,1,0
2020-03-20,1,0,M,A15-A34,Alzey-Worms,1,0
2020-03-20,3,0,W,A15-A34,Alzey-Worms,0,3
2020-03-20,4,0,M,A35-A59,Alzey-Worms,4,0
2020-03-20,4,0,W,A35-A59,Alzey-Worms,0,4
2020-03-21,1,0,M,A35-A59,Alzey-Worms,1,0
2020-03-13,1,0,M,A15-A34,Amberg,1,0
2020-03-16,1,0,M,A05-A14,Amberg,1,0
2020-03-21,1,0,M,A15-A34,Amberg,1,0
2020-03-21,1,0,W,A15-A34,Amberg,0,1
2020-03-22,1,0,M,A35-A59,Amberg,1,0
2020-03-10,1,0,W,A05-A14,Amberg-Sulzbach,0,1
2020-03-10,1,0,M,A35-A59,Amberg-Sulzbach,1,0
2020-03-10,1,0,W,A35-A59,Amberg-Sulzbach,0,1
2020-03-11,1,0,M,A35-A59,Amberg-Sulzbach,1,0
2020-03-13,3,0,M,A35-A59,Amberg-Sulzbach,3,0
2020-03-15,1,0,W,A35-A59,Amberg-Sulzbach,0,1
2020-03-15,1,0,M,A60-A79,Amberg-Sulzbach,1,0
2020-03-16,1,0,M,A00-A04,Amberg-Sulzbach,1,0
2020-03-16,1,0,W,A35-A59,Amberg-Sulzbach,0,1
2020-03-16,1,0,M,A60-A79,Amberg-Sulzbach,1,0
2020-03-16,1,0,W,A80+,Amberg-Sulzbach,0,1
2020-03-17,1,0,M,A15-A34,Amberg-Sulzbach,1,0
2020-03-17,1,0,W,A35-A59,Amberg-Sulzbach,0,1
2020-03-18,2,0,M,A15-A34,Amberg-Sulzbach,2,0
2020-03-19,1,0,W,A35-A59,Amberg-Sulzbach,0,1
2020-03-21,1,0,W,A05-A14,Amberg-Sulzbach,0,1
2020-03-21,1,0,M,A15-A34,Amberg-Sulzbach,1,0
2020-03-21,1,0,W,A15-A34,Amberg-Sulzbach,0,1
2020-03-21,1,0,M,A35-A59,Amberg-Sulzbach,1,0
2020-03-21,2,0,W,A35-A59,Amberg-Sulzbach,0,2
2020-03-22,1,0,M,A35-A59,Amberg-Sulzbach,1,0
2020-03-22,1,1,M,A60-A79,Amberg-Sulzbach,1,0
2020-03-22,1,0,W,A60-A79,Amberg-Sulzbach,0,1
2020-03-03,1,0,M,A15-A34,Ammerland,1,0
2020-03-09,1,0,W,A60-A79,Ammerland,0,1
2020-03-10,1,0,M,A35-A59,Ammerland,1,0
2020-03-12,2,0,W,A35-A59,Ammerland,0,2
2020-03-13,1,0,W,A35-A59,Ammerland,0,1
2020-03-15,1,0,W,A15-A34,Ammerland,0,1
2020-03-16,1,0,M,A35-A59,Ammerland,1,0
2020-03-16,1,0,W,A35-A59,Ammerland,0,1
2020-03-17,2,0,M,A35-A59,Ammerland,2,0
2020-03-17,3,0,W,A35-A59,Ammerland,0,3
2020-03-19,1,0,M,A15-A34,Ammerland,1,0
2020-03-19,1,0,W,A15-A34,Ammerland,0,1
2020-03-19,1,0,W,A35-A59,Ammerland,0,1
2020-03-20,1,0,M,A35-A59,Ammerland,1,0
2020-03-20,1,0,W,A35-A59,Ammerland,0,1
2020-03-20,1,0,W,A60-A79,Ammerland,0,1
2020-03-21,1,0,W,A15-A34,Ammerland,0,1
2020-03-21,2,0,W,A35-A59,Ammerland,0,2
2020-03-11,1,0,M,A15-A34,Anhalt-Bitterfeld,1,0
2020-03-12,1,0,M,A15-A34,Anhalt-Bitterfeld,1,0
2020-03-16,1,0,W,A05-A14,Anhalt-Bitterfeld,0,1
2020-03-16,1,0,W,A15-A34,Anhalt-Bitterfeld,0,1
2020-03-16,2,0,M,A35-A59,Anhalt-Bitterfeld,2,0
2020-03-19,1,0,M,A15-A34,Anhalt-Bitterfeld,1,0
2020-03-19,1,0,M,A35-A59,Anhalt-Bitterfeld,1,0
2020-03-20,1,0,M,A35-A59,Anhalt-Bitterfeld,1,0
2020-03-15,1,0,M,A15-A34,Ansbach,1,0
2020-03-15,1,0,W,A15-A34,Ansbach,0,1
2020-03-17,1,0,M,A35-A59,Ansbach,1,0
2020-03-17,1,0,W,A35-A59,Ansbach,0,1
2020-03-17,1,0,W,A60-A79,Ansbach,0,1
2020-03-18,1,0,M,A35-A59,Ansbach,1,0
2020-03-18,1,0,W,A60-A79,Ansbach,0,1
2020-03-18,1,0,M,A80+,Ansbach,1,0
2020-03-18,1,0,M,A35-A59,Ansbach,1,0
2020-03-18,1,0,M,A60-A79,Ansbach,1,0
2020-03-19,1,0,W,A35-A59,Ansbach,0,1
2020-03-20,1,0,M,A15-A34,Ansbach,1,0
2020-03-20,1,0,W,A15-A34,Ansbach,0,1
2020-03-20,3,0,M,A35-A59,Ansbach,3,0
2020-03-20,2,0,W,A35-A59,Ansbach,0,2
2020-03-20,1,0,W,A60-A79,Ansbach,0,1
2020-03-20,1,0,M,A80+,Ansbach,1,0
2020-03-21,4,0,M,A15-A34,Ansbach,4,0
2020-03-21,6,0,M,A35-A59,Ansbach,6,0
2020-03-21,4,0,W,A35-A59,Ansbach,0,4
2020-03-21,4,0,M,A60-A79,Ansbach,4,0
2020-03-21,3,0,W,A60-A79,Ansbach,0,3
2020-03-22,1,0,M,A35-A59,Ansbach,1,0
2020-03-22,1,0,W,A35-A59,Ansbach,0,1
2020-03-12,1,0,M,A35-A59,Aschaffenburg,1,0
2020-03-12,1,0,W,A35-A59,Aschaffenburg,0,1
2020-03-13,4,0,M,A05-A14,Aschaffenburg,4,0
2020-03-13,2,0,W,A05-A14,Aschaffenburg,0,2
2020-03-13,1,0,unbekannt,A15-A34,Aschaffenburg,0,1
2020-03-13,1,0,W,A15-A34,Aschaffenburg,0,1
2020-03-13,2,0,M,A35-A59,Aschaffenburg,2,0
2020-03-13,1,0,W,A35-A59,Aschaffenburg,0,1
2020-03-13,1,0,W,A05-A14,Aschaffenburg,0,1
2020-03-13,1,0,M,A35-A59,Aschaffenburg,1,0
2020-03-13,3,0,W,A35-A59,Aschaffenburg,0,3
2020-03-14,1,0,W,A15-A34,Aschaffenburg,0,1
2020-03-14,1,0,M,A15-A34,Aschaffenburg,1,0
2020-03-14,1,0,W,A15-A34,Aschaffenburg,0,1
2020-03-14,1,0,M,A35-A59,Aschaffenburg,1,0
2020-03-14,2,0,W,A35-A59,Aschaffenburg,0,2
2020-03-15,1,0,M,A15-A34,Aschaffenburg,1,0
2020-03-16,1,0,W,A35-A59,Aschaffenburg,0,1
2020-03-16,3,0,W,A15-A34,Aschaffenburg,0,3
2020-03-16,1,0,M,A35-A59,Aschaffenburg,1,0
2020-03-16,2,0,W,A35-A59,Aschaffenburg,0,2
2020-03-16,1,0,W,A60-A79,Aschaffenburg,0,1
2020-03-17,3,0,W,A15-A34,Aschaffenburg,0,3
2020-03-17,4,0,M,A35-A59,Aschaffenburg,4,0
2020-03-18,1,0,W,A35-A59,Aschaffenburg,0,1
2020-03-18,1,0,M,A15-A34,Aschaffenburg,1,0
2020-03-18,1,0,M,A35-A59,Aschaffenburg,1,0
2020-03-18,1,0,W,A35-A59,Aschaffenburg,0,1
2020-03-18,3,0,M,A60-A79,Aschaffenburg,3,0
2020-03-19,2,0,W,A35-A59,Aschaffenburg,0,2
2020-03-19,1,0,M,A15-A34,Aschaffenburg,1,0
2020-03-19,1,0,M,A35-A59,Aschaffenburg,1,0
2020-03-19,1,0,W,A35-A59,Aschaffenburg,0,1
2020-03-19,1,0,M,A60-A79,Aschaffenburg,1,0
2020-03-20,2,0,W,A35-A59,Aschaffenburg,0,2
2020-03-20,1,0,M,A15-A34,Aschaffenburg,1,0
2020-03-20,1,0,W,A15-A34,Aschaffenburg,0,1
2020-03-20,2,0,M,A35-A59,Aschaffenburg,2,0
2020-03-20,1,0,W,A35-A59,Aschaffenburg,0,1
2020-03-20,1,0,M,A60-A79,Aschaffenburg,1,0
2020-03-21,1,0,W,A15-A34,Aschaffenburg,0,1
2020-03-21,1,0,W,A35-A59,Aschaffenburg,0,1
2020-03-21,2,0,M,A15-A34,Aschaffenburg,2,0
2020-03-21,1,0,M,A35-A59,Aschaffenburg,1,0
2020-03-21,3,0,W,A35-A59,Aschaffenburg,0,3
2020-03-21,1,0,W,A80+,Aschaffenburg,0,1
2020-03-22,1,0,M,A15-A34,Aschaffenburg,1,0
2020-03-22,1,0,W,A35-A59,Aschaffenburg,0,1
2020-03-06,1,0,M,A35-A59,Augsburg,1,0
2020-03-09,1,0,M,A15-A34,Augsburg,1,0
2020-03-10,1,0,W,A15-A34,Augsburg,0,1
2020-03-10,1,0,M,A35-A59,Augsburg,1,0
2020-03-11,1,0,W,A15-A34,Augsburg,0,1
2020-03-11,1,0,W,A05-A14,Augsburg,0,1
2020-03-11,1,0,W,A15-A34,Augsburg,0,1
2020-03-11,6,0,M,A35-A59,Augsburg,6,0
2020-03-11,4,0,W,A35-A59,Augsburg,0,4
2020-03-11,4,0,M,A60-A79,Augsburg,4,0
2020-03-12,2,0,M,A35-A59,Augsburg,2,0
2020-03-12,2,0,W,A35-A59,Augsburg,0,2
2020-03-12,1,0,M,A60-A79,Augsburg,1,0
2020-03-12,1,0,W,A35-A59,Augsburg,0,1
2020-03-13,1,0,M,A15-A34,Augsburg,1,0
2020-03-13,2,0,W,A15-A34,Augsburg,0,2
2020-03-13,3,0,M,A35-A59,Augsburg,3,0
2020-03-13,2,0,W,A35-A59,Augsburg,0,2
2020-03-13,2,0,M,unbekannt,Augsburg,2,0
2020-03-15,1,0,W,A15-A34,Augsburg,0,1
2020-03-15,1,0,M,A35-A59,Augsburg,1,0
2020-03-15,1,0,W,A35-A59,Augsburg,0,1
2020-03-16,1,0,M,A35-A59,Augsburg,1,0
2020-03-17,3,0,W,A15-A34,Augsburg,0,3
2020-03-17,1,0,M,A35-A59,Augsburg,1,0
2020-03-17,3,0,W,A35-A59,Augsburg,0,3
2020-03-17,1,0,M,A15-A34,Augsburg,1,0
2020-03-17,1,0,M,A35-A59,Augsburg,1,0
2020-03-17,1,0,M,A60-A79,Augsburg,1,0
2020-03-18,2,0,M,A35-A59,Augsburg,2,0
2020-03-18,1,0,W,A35-A59,Augsburg,0,1
2020-03-18,1,0,W,A60-A79,Augsburg,0,1
2020-03-18,1,0,M,A05-A14,Augsburg,1,0
2020-03-18,1,0,W,A05-A14,Augsburg,0,1
2020-03-18,6,0,M,A35-A59,Augsburg,6,0
2020-03-18,1,0,W,A35-A59,Augsburg,0,1
2020-03-18,1,0,M,A60-A79,Augsburg,1,0
2020-03-18,1,0,W,A60-A79,Augsburg,0,1
2020-03-19,2,0,M,A15-A34,Augsburg,2,0
2020-03-19,2,0,W,A15-A34,Augsburg,0,2
2020-03-19,1,0,M,A35-A59,Augsburg,1,0
2020-03-19,3,0,W,A35-A59,Augsburg,0,3
2020-03-19,1,0,M,A60-A79,Augsburg,1,0
2020-03-19,1,0,W,A15-A34,Augsburg,0,1
2020-03-19,2,0,M,A35-A59,Augsburg,2,0
2020-03-19,1,0,W,A35-A59,Augsburg,0,1
2020-03-19,1,0,M,A60-A79,Augsburg,1,0
2020-03-19,1,0,W,A60-A79,Augsburg,0,1
2020-03-20,2,0,W,A15-A34,Augsburg,0,2
2020-03-20,1,0,W,A35-A59,Augsburg,0,1
2020-03-20,1,0,M,A80+,Augsburg,1,0
2020-03-21,1,0,W,A15-A34,Augsburg,0,1
2020-03-21,2,0,M,A35-A59,Augsburg,2,0
2020-03-21,1,0,M,A60-A79,Augsburg,1,0
2020-03-21,1,0,W,A80+,Augsburg,0,1
2020-03-10,1,0,W,A60-A79,Aurich,0,1
2020-03-13,1,0,M,A15-A34,Aurich,1,0
2020-03-13,4,0,M,A35-A59,Aurich,4,0
2020-03-13,2,0,W,A35-A59,Aurich,0,2
2020-03-15,1,0,M,A35-A59,Aurich,1,0
2020-03-15,2,0,W,A35-A59,Aurich,0,2
2020-03-16,1,0,W,A15-A34,Aurich,0,1
2020-03-16,1,0,M,A60-A79,Aurich,1,0
2020-03-18,1,0,W,A05-A14,Aurich,0,1
2020-03-18,1,0,M,A15-A34,Aurich,1,0
2020-03-18,1,0,M,A35-A59,Aurich,1,0
2020-03-18,1,0,W,A35-A59,Aurich,0,1
2020-03-19,2,0,M,A60-A79,Aurich,2,0
2020-03-20,2,0,M,A35-A59,Aurich,2,0
2020-03-20,1,0,W,A35-A59,Aurich,0,1
2020-03-20,1,0,M,A60-A79,Aurich,1,0
2020-03-04,1,0,W,A35-A59,Bad Dürkheim,0,1
2020-03-07,1,0,M,A60-A79,Bad Dürkheim,1,0
2020-03-09,1,0,W,A00-A04,Bad Dürkheim,0,1
2020-03-09,1,0,M,A35-A59,Bad Dürkheim,1,0
2020-03-09,1,0,M,A60-A79,Bad Dürkheim,1,0
2020-03-11,1,0,M,A35-A59,Bad Dürkheim,1,0
2020-03-11,1,0,W,A35-A59,Bad Dürkheim,0,1
2020-03-12,1,0,W,A15-A34,Bad Dürkheim,0,1
2020-03-13,1,0,M,A15-A34,Bad Dürkheim,1,0
2020-03-13,1,0,M,A35-A59,Bad Dürkheim,1,0
2020-03-13,1,0,W,A35-A59,Bad Dürkheim,0,1
2020-03-13,1,0,M,A60-A79,Bad Dürkheim,1,0
2020-03-14,1,0,M,A35-A59,Bad Dürkheim,1,0
2020-03-14,1,0,W,A35-A59,Bad Dürkheim,0,1
2020-03-15,1,0,M,A15-A34,Bad Dürkheim,1,0
2020-03-16,1,0,M,A15-A34,Bad Dürkheim,1,0
2020-03-16,1,0,W,A15-A34,Bad Dürkheim,0,1
2020-03-16,1,0,M,A35-A59,Bad Dürkheim,1,0
2020-03-16,1,0,W,A35-A59,Bad Dürkheim,0,1
2020-03-17,4,0,M,A15-A34,Bad Dürkheim,4,0
2020-03-17,1,0,W,A15-A34,Bad Dürkheim,0,1
2020-03-17,6,0,M,A35-A59,Bad Dürkheim,6,0
2020-03-17,4,0,W,A35-A59,Bad Dürkheim,0,4
2020-03-17,1,0,M,A60-A79,Bad Dürkheim,1,0
2020-03-17,1,0,W,A60-A79,Bad Dürkheim,0,1
2020-03-18,5,0,M,A35-A59,Bad Dürkheim,5,0
2020-03-18,1,0,W,A35-A59,Bad Dürkheim,0,1
2020-03-18,3,0,M,A60-A79,Bad Dürkheim,3,0
2020-03-18,2,0,W,A60-A79,Bad Dürkheim,0,2
2020-03-18,1,0,M,A80+,Bad Dürkheim,1,0
2020-03-19,1,0,M,A15-A34,Bad Dürkheim,1,0
2020-03-19,2,0,W,A15-A34,Bad Dürkheim,0,2
2020-03-19,3,0,M,A35-A59,Bad Dürkheim,3,0
2020-03-19,1,0,W,A35-A59,Bad Dürkheim,0,1
2020-03-19,1,0,W,A60-A79,Bad Dürkheim,0,1
2020-03-19,1,0,M,A80+,Bad Dürkheim,1,0
2020-03-20,1,0,W,A05-A14,Bad Dürkheim,0,1
2020-03-20,1,0,M,A15-A34,Bad Dürkheim,1,0
2020-03-20,4,0,W,A15-A34,Bad Dürkheim,0,4
2020-03-20,3,0,M,A35-A59,Bad Dürkheim,3,0
2020-03-20,6,0,W,A35-A59,Bad Dürkheim,0,6
2020-03-20,1,0,W,A60-A79,Bad Dürkheim,0,1
2020-03-21,1,0,M,A15-A34,Bad Dürkheim,1,0
2020-03-21,1,0,M,A35-A59,Bad Dürkheim,1,0
2020-03-21,2,0,W,A35-A59,Bad Dürkheim,0,2
2020-03-21,4,0,M,A60-A79,Bad Dürkheim,4,0
2020-03-21,3,0,W,A60-A79,Bad Dürkheim,0,3
2020-03-05,1,0,M,A15-A34,Bad Kissingen,1,0
2020-03-11,1,0,M,A35-A59,Bad Kissingen,1,0
2020-03-11,1,0,M,A60-A79,Bad Kissingen,1,0
2020-03-17,1,0,M,A35-A59,Bad Kissingen,1,0
2020-03-17,2,0,M,A60-A79,Bad Kissingen,2,0
2020-03-17,1,0,W,A60-A79,Bad Kissingen,0,1
2020-03-18,1,0,M,A15-A34,Bad Kissingen,1,0
2020-03-18,1,0,W,A15-A34,Bad Kissingen,0,1
2020-03-20,2,0,M,A35-A59,Bad Kissingen,2,0
2020-03-20,2,0,M,A60-A79,Bad Kissingen,2,0
2020-03-20,1,0,W,A60-A79,Bad Kissingen,0,1
2020-03-21,1,0,M,A60-A79,Bad Kissingen,1,0
2020-03-21,1,0,W,A60-A79,Bad Kissingen,0,1
2020-03-22,2,0,M,A15-A34,Bad Kissingen,2,0
2020-03-22,1,0,M,A35-A59,Bad Kissingen,1,0
2020-03-22,1,0,W,A35-A59,Bad Kissingen,0,1
2020-03-10,1,0,M,A35-A59,Bad Kreuznach,1,0
2020-03-11,4,0,M,A35-A59,Bad Kreuznach,4,0
2020-03-11,2,0,W,A35-A59,Bad Kreuznach,0,2
2020-03-12,1,0,M,A00-A04,Bad Kreuznach,1,0
2020-03-12,1,0,M,A15-A34,Bad Kreuznach,1,0
2020-03-12,2,0,M,A35-A59,Bad Kreuznach,2,0
2020-03-12,1,0,W,A35-A59,Bad Kreuznach,0,1
2020-03-13,1,0,W,A35-A59,Bad Kreuznach,0,1
2020-03-16,1,0,W,A15-A34,Bad Kreuznach,0,1
2020-03-16,2,0,M,A35-A59,Bad Kreuznach,2,0
2020-03-16,1,0,W,A35-A59,Bad Kreuznach,0,1
2020-03-16,2,0,M,A60-A79,Bad Kreuznach,2,0
2020-03-16,1,0,W,A60-A79,Bad Kreuznach,0,1
2020-03-18,1,0,M,A35-A59,Bad Kreuznach,1,0
2020-03-18,2,0,W,A35-A59,Bad Kreuznach,0,2
2020-03-18,1,0,W,A60-A79,Bad Kreuznach,0,1
2020-03-19,1,0,W,A15-A34,Bad Kreuznach,0,1
2020-03-19,3,0,M,A35-A59,Bad Kreuznach,3,0
2020-03-19,3,0,W,A35-A59,Bad Kreuznach,0,3
2020-03-19,1,0,M,A60-A79,Bad Kreuznach,1,0
2020-03-20,1,0,W,A15-A34,Bad Kreuznach,0,1
2020-03-20,1,0,M,A35-A59,Bad Kreuznach,1,0
2020-03-20,3,0,W,A35-A59,Bad Kreuznach,0,3
2020-03-11,2,0,M,A35-A59,Bad Tölz-Wolfratshausen,2,0
2020-03-13,1,0,W,A15-A34,Bad Tölz-Wolfratshausen,0,1
2020-03-13,1,0,W,A60-A79,Bad Tölz-Wolfratshausen,0,1
2020-03-14,1,0,W,A15-A34,Bad Tölz-Wolfratshausen,0,1
2020-03-14,1,0,M,A35-A59,Bad Tölz-Wolfratshausen,1,0
2020-03-14,1,0,W,A35-A59,Bad Tölz-Wolfratshausen,0,1
2020-03-14,1,0,M,A60-A79,Bad Tölz-Wolfratshausen,1,0
2020-03-16,1,0,M,A00-A04,Bad Tölz-Wolfratshausen,1,0
2020-03-18,1,0,M,A15-A34,Bad Tölz-Wolfratshausen,1,0
2020-03-18,3,0,W,A15-A34,Bad Tölz-Wolfratshausen,0,3
2020-03-18,4,0,M,A35-A59,Bad Tölz-Wolfratshausen,4,0
2020-03-18,2,0,W,A35-A59,Bad Tölz-Wolfratshausen,0,2
2020-03-18,1,0,M,A60-A79,Bad Tölz-Wolfratshausen,1,0
2020-03-19,3,0,M,A35-A59,Bad Tölz-Wolfratshausen,3,0
2020-03-19,2,0,W,A35-A59,Bad Tölz-Wolfratshausen,0,2
2020-03-20,2,0,W,A05-A14,Bad Tölz-Wolfratshausen,0,2
2020-03-20,1,0,M,A15-A34,Bad Tölz-Wolfratshausen,1,0
2020-03-20,2,0,W,A15-A34,Bad Tölz-Wolfratshausen,0,2
2020-03-20,8,0,M,A35-A59,Bad Tölz-Wolfratshausen,8,0
2020-03-20,4,0,W,A35-A59,Bad Tölz-Wolfratshausen,0,4
